cat,name,model,url,imgs,nkv,cov,spec,ids
프레스,24T Digital Protection Pellet Press,YP-24FS,http://www.henchld.com/en/24T-Digital-Protection-Pellet-Press-PG4264999,6,15,1.0,"{""Instrument model"": ""YP-24FS"", ""Pressure range"": ""0-24T(0-34.5Mpa)"", ""Cylinder diameter"": ""95mm"", ""Pressure conversion"": ""1Mpa=0.7T"", ""Pressure gauge"": ""DDNT high precision digital sensor display, tonnage display (T), can be switched Mpa, accuracy 0.01T"", ""Piston stroke"": ""30mm"", ""Equipment protection"": ""side opening 5mm plexiglass protective door, translation latch latch safe and convenient"", ""Pressure stability"": ""<1Mpa/10min"", ""Table diameter"": ""Phi 105mm"", ""Number of columns"": ""4"", ""Effective space"": ""112x112x160mm"", ""Dimensions"": ""305x195x430mm"", ""Equipment weight"": ""66Kg"", ""Overall structure"": ""manual hydraulic system, forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil)"", ""Configuration description"": ""All kinds of round, square, shaped, battery molds can be selected within the pressure range""}",2024090109075899C4A623E1D39F41 20240901090759407735F82D42BDB9 202409010907590D7877F79B36809C 20240901090759517AAF9A1039C595 2024090109080090B29D2FF91E9A32 2024090109080012D92E852D03A672
프레스,20T Electric Pellet Press,HDP-20S,http://www.henchld.com/en/20T-Electric-Pellet-Press-PG4265003,6,16,1.0,"{""Instrument model"": ""HDP-20S"", ""pressure range"": ""0-20T"", ""Cylinder diameter"": ""ф95mm"", ""Travel ofpiston"": ""30mm"", ""Pressure die"": ""Electric PCB program buffer pressurization"", ""Aftercompaction way"": ""Real-time automatic pressure compensation"", ""Pressure gage"": ""4.5-inch capacitive touch LCD screen"", ""Pressure stability"": ""≤1MPa/10min"", ""Design structure"": ""The whole form structure, no pressure and no oil leakage"", ""Safety performance"": ""Equipped with emergency stop switch to ensure safety"", ""Table diameter"": ""Φ105mm"", ""Number of columns"": ""4 roots"", ""Work space"": ""85x150mm"", ""Device power supply"": ""220V(50Hz/60Hz)"", ""Boundary dimension"": ""261x391x468"", ""Weight"": ""59Kg""}",202411191038186EB030772BC187A8 202409010846060C7A9E273D5647F9 20240901084607858D43274D8BE95D 20240901084607B7BA01D1202E0BE3 20240901084608C7B40754DC7BA8D8 20240901084608C05EB0CE968BCA5D
프레스,60T Digital Protection Pellet Press,YP-60FS,http://www.henchld.com/en/60T-Digital-Protection-Pellet-Press-PG4265002,6,15,1.0,"{""Instrument model"": ""YP-60FS"", ""Pressure range"": ""0-60T(0-35Mpa)"", ""Cylinder diameter"": ""150mm"", ""Pressure conversion"": ""1Mpa=1.76T"", ""Pressure gauge"": ""DDNT high precision digital sensor display, tonnage display (T), can be switched Mpa, accuracy 0.01T"", ""Piston stroke"": ""50mm"", ""Equipment protection"": ""side opening 5mm plexiglass protective door, translation latch latch safe and convenient"", ""Pressure stability"": ""<1Mpa/10min"", ""Table diameter"": ""Phi 160mm"", ""Number of columns"": ""4"", ""Effective space"": ""185x185x210mm"", ""Dimensions"": ""405x240x570mm"", ""Equipment weight"": ""122Kg"", ""Overall structure"": ""manual hydraulic system, forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil)"", ""Configuration description"": ""All kinds of round, square, shaped, battery molds can be selected within the pressure range""}",202409010859098B460533A32FD3E4 20240901085832FCC6BF62FC2821A8 2024090108583313A3B94517E7988F 20240901085833A6C1C7523AF24044 20240901085833F6BAE68B035C3634 20240901085834198D9C846EAA54C4
프레스,40T Electric Pellet Press,HDP-40S,http://www.henchld.com/en/40T-Electric-Pellet-Press-PG4265005,6,22,1.0,"{""Instrument model"": ""HDP-40S"", ""Pressure range"": ""0.5-40.0T"", ""Accuracy range"": ""0.1T"", ""Cylinder diameter"": ""130mm"", ""Piston stroke"": ""50mm"", ""Pressure mode"": ""electric PCB program buffer pressure, automatic pressure, manual pressure relief"", ""Screen display"": ""4.5-inch capacitive touch LCD screen/English interface can be set"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage"", ""Limit function"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Safety protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Passive safety"": ""program pressure mechanical fault reporting emergency stop function, leakage protection + emergency stop switch"", ""Number of columns"": ""4"", ""Table diameter"": ""Φ148mm"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Setting method"": ""Touch screen directly modify the set value (convenient and quick)"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""550W"", ""Effective space"": ""145x145x180mm"", ""Dimensions"": ""350x390x625mm"", ""Equipment weight"": ""111Kg"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round, square, shaped and battery molds can be selected within the pressure range""}",20241119103727787CD977555E0C56 2024083014525227DA66E4C6D46A31 202408301452522223D57DDF084916 20240830145253554D2D668054E892 20240830145253B7C9081F4310EA45 202408301452537722160934B5BA49
프레스,30T Electric Pellet Press,HDP-30S,http://www.henchld.com/en/30T-Electric-Pellet-Press-PG4265004,6,16,1.0,"{""Instrument model"": ""HDP-30S"", ""pressure range"": ""0-30T"", ""Cylinder diameter"": ""Ф115mm"", ""Travel ofpiston"": ""40mm"", ""Pressure die"": ""Electric PCB program buffer pressurization"", ""Aftercompaction way"": ""Real-time automatic pressure compensation"", ""Pressure gage"": ""4.5-inch capacitive touch LCD screen"", ""Pressure stability"": ""≤1MPa/10min"", ""Design structure"": ""The whole form structure, no pressure and no oil leakage"", ""Safety performance"": ""Equipped with emergency stop switch to ensure safetyProtection function：Plexiqlass protective door"", ""Table diameter"": ""Ф120mm"", ""Number of columns"": ""4 roots"", ""Work space"": ""95x160mm"", ""Device power supply"": ""220V(50Hz/60Hz)"", ""Boundary dimension"": ""281x461x560"", ""Weight"": ""73Kg""}",202411191038001D2D0666E7542AEF 20240830145813848392404EBD4FEC 20240830145813FFE074E72BF20F1A 202408301458130D948DFF60EE70A1 20240830145814E38D3A2B154F887F 20240830145814B9F52FEBFD43145A
프레스,20T Automatic Pellet Press,HDP-20S,http://www.henchld.com/en/20T-Automatic-Pellet-Press-PG4265009,6,22,1.0,"{""Instrument model"": ""HDP-20S"", ""Pressure range"": ""0.2-20.0T"", ""Accuracy range"": ""0.1T"", ""Cylinder diameter"": ""95mm"", ""Piston stroke"": ""30mm"", ""Pressure mode"": ""electric PCB program buffer pressure, automatic pressure, manual pressure relief"", ""Screen display"": ""4.5-inch capacitive touch LCD screen/English interface can be set"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage"", ""Limit function"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Safety protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Passive safety"": ""program pressure mechanical fault reporting emergency stop function, leakage protection + emergency stop switch"", ""Number of columns"": ""4"", ""Table diameter"": ""Φ105mm"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Setting method"": ""Touch screen directly modify the set value (convenient and quick)"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""550W"", ""Effective space"": ""80x80x150mm"", ""Dimensions"": ""240x390x565mm"", ""Equipment weight"": ""70.5Kg"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round, square, shaped and battery molds can be selected within the pressure range""}",2024083014311517AF386F3B11742A 20240830143115BE04307D11089561 20240830143115D6A092795435C31B 202408301431159730F26FB80A6E24 20240830143116DE4A03201782E891 202408301431166FE9C3BC057B97B1
프레스,30T Automatic Pellet Press,HDP-30S,http://www.henchld.com/en/30T-Automatic-Pellet-Press-PG4265010,6,22,1.0,"{""Instrument model"": ""HDP-30S"", ""Pressure range"": ""0.3-30.0T"", ""Accuracy range"": ""0.1T"", ""Cylinder diameter"": ""110mm"", ""Piston stroke"": ""40mm"", ""Pressure die"": ""electric PCB program buffer pressure, automatic pressure, manual pressure relief"", ""Screen display"": ""4.5-inch capacitive touch LCD screen/English interface can be set"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage"", ""Limit function"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Safety protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Passive safety"": ""program pressure mechanical fault reporting emergency stop function, leakage protection + emergency stop switch"", ""Number of columns"": ""4"", ""Table diameter"": ""Φ128mm"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Setting method"": ""Touch screen directly modify the set value (convenient and quick)"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""550W"", ""Effective space"": ""104x104x160mm"", ""Dimensions"": ""295x390x605mm"", ""Equipment weight"": ""73Kg"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round, square, shaped and battery die can be selected within the pressure range.""}",202408301426216C04FD932CCAC6FD 20240830142622583BAC6F72263D6C 20240830142622CA605E349FA472B1 2024083014262250C2D11B730BA09C 20240830142623F83E23216F5A99D7 20240830142623C2E2EA446901319D
프레스,60T Automatic Pellet Press,HAP-60S,http://www.henchld.com/en/60T-Automatic-Pellet-Press-PG4265012,6,23,1.0,"{""Instrument model"": ""HAP-60S"", ""Pressure range"": ""1.0-60T"", ""Cylinder diameter"": ""Φ150mm"", ""Automatic control"": ""Use Savta intelligent program to control 5 sections of pressure/optional 15 sections of pressure"", ""Pressure die"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""reminder)"", ""Device display"": ""7-inch touch LCD screen/English interface can be switched"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceedsthe maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Cylinder stroke"": ""≤50mm"", ""Demoulding pressure"": ""can be set within the pressure bearing range"", ""Passive safety"": ""leakage protection + emergency stop switch"", ""Intelligent operation"": ""(optional) Computer connection for remote operation/can be customized according to customer needs"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""400W"", ""Valid space"": ""190x190x225mm"", ""Dimensions"": ""305x520x585mm"", ""Weight"": ""182Kg"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round,square, shaped and battery die can be selected within the pressure range.""}",2024083011193824D39C4ABE0B160D 20240830111938D1B13E9DED7B6DEC 20240830111938F4975B82DDD34441 2024083011193835CF7DD51D189A64 2024083011193929CE49770B4D48A5 2024083011193975A67A75471A3C26
프레스,150T Automatic Pellet Press,HAP-150FS,http://www.henchld.com/en/150T-Automatic-Pellet-Press-PG4265014,1,28,1.0,"{""Instrument model"": ""HAP-150FS"", ""Pressure range"": ""3-150T"", ""Cylinder diameter"": ""Φ250mm"", ""Automatic control"": ""Use Savta intelligent program to control 5 sections of pressure optional 15 sections of pressure"", ""Pressure die"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""value is at least 0.3T, and the minimum difference can be customized according to requirements (less than 0.3T)."", ""Device display"": ""7-inch touch LCD screen/English interface can be switched"", ""Equipment protection"": ""6.5mm high strength steel plate +6mm Plexiglass protective door"", ""Limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Cylinder stroke"": ""50mm"", ""Demoulding pressure"": ""can be set within the pressure bearing range"", ""Passive safety"": ""leakage protection + emergency stop switch"", ""Intelligent operation"": ""(optional) Computer connection for remote operation/can be customized according to customer needs"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""1500W"", ""Effective space"": ""300x300x260mmMain machine"", ""dimensions"": ""420x600x925mm"", ""Weight"": ""552KgControl box"", ""size"": ""300x480x480mmControl box"", ""weight"": ""85Kg"", ""Configuration description"": ""Can be customized or improved according to user needs.Optional pressure range of all kinds of round, square, shaped, battery, etc"", ""Supplementary pressure setting"": ""the difference between the upper limit of pressure andthe supplementary""}",202408301025327FFB31E0895E4CCF
프레스,60T Electric Pellet Press,HDP-60S,http://www.henchld.com/en/60T-Electric-Pellet-Press-PG4265006,6,22,1.0,"{""Instrument model"": ""HDP-60S"", ""Pressure range"": ""1.0-60.0T"", ""Accuracy range"": ""0.1T"", ""Cylinder diameter"": ""150mm"", ""Piston stroke"": ""50mm"", ""Pressure die"": ""electric PCB program buffer pressure, automatic pressure, manual pressure relief"", ""Screen display"": ""4.5-inch capacitive touch LCD screen/English interface can be set"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage"", ""Limit function"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Safety protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Passive safety"": ""program pressure mechanical fault reporting emergency stop function, leakage protection + emergency stop switch"", ""Number of columns"": ""4"", ""Table diameter"": ""Φ168mm"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Setting method"": ""Touch screen directly modify the set value (convenient and quick)"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""550W"", ""Effective space"": ""185x185x200mm"", ""Dimensions"": ""370x390x685mm"", ""Weight"": ""142Kg"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round, square, shaped and battery molds can be selected within the pressure range.""}",2024111910370556A6B8C78966EA26 202408301447537855B9B9B9A52F3D 20240830144753E83790A23A56F175 20240830144754BED2072C5775D5E0 20240830144754BC7B45D490606732 20240830144754D197C5D72634F482
프레스,40T Automatic Fluorometer Pellet Press,FTP-40X,http://www.henchld.com/en/40T-Automatic-Fluorometer-Pellet-Press-PG4265016,5,22,1.0,"{""Instrument model"": ""FTP-40X"", ""Pressure range"": ""0.5-40T"", ""Piston diameter"": ""Φ130mm"", ""Automatic control"": ""Use Savta intelligent program to control the five-stage pressure"", ""Pressure mode"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Mold specifications"": ""can be customized)"", ""Pressure holding time"": ""unlimited time (seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""warning)"", ""Display mode"": ""7-inch touch LCD screen/English interface can be switched"", ""Die material"": ""400C high hardness die steel (quenching hardness 85°)"", ""Setting method"": ""Touch screen operation is convenient and fast"", ""Demoulding pressure"": ""can be set within the pressure bearing rangeRelease mode: Press the \""release key\"" to automatically remove the film"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass door"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceeds the maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Cylinder stroke"": ""≤50mm"", ""Dimensions"": ""280x460x556mm"", ""Equipment weight"": ""152Kg""}",2024083010175773452D1DA230A81C 2024083010175730E8DBCCD144BDEE 2024083010175788251ACABE411543 202408301017584857881404E3A341 202408301017589339D83A5E788D82
프레스,60T Automatic Fluorometer Pellet Press,FTP-60X,http://www.henchld.com/en/60T-Automatic-Fluorometer-Pellet-Press-PG4265017,6,23,1.0,"{""Instrument model"": ""FTP-60X"", ""Pressure range"": ""1-60T"", ""Piston diameter"": ""Φ150mm"", ""Automatic control"": ""Use Savta intelligent program to control the five-stage pressure"", ""Pressure die"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Mold specifications"": ""can be customized)"", ""Pressure holding time"": ""unlimited time (seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""warning)"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Die material"": ""400C high hardness die steel (quenching hardness 85°)"", ""Setting method"": ""Touch screen operation is convenient and fast"", ""Demoulding pressure"": ""can be set within the pressure bearing range"", ""Release die"": ""Press the \""release key\"" to automatically remove the film"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass door"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceeds the maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Cylinder stroke"": ""≤50mm"", ""Dimensions"": ""300x520x585mm"", ""Equipment weight"": ""183Kg""}",202408301009150A27707309EE0B63 20240830100916C98F406FB3B741EA 20240830100916FEA932F006C5002C 20240830100916367679BF8B1D48E4 2024083010091608C7BF0BAD0DC518 20240830100916BE9403023F74AFF0
프레스,40T Automatic Pellet Press,HAP-40S,http://www.henchld.com/en/40T-Automatic-Pellet-Press-PG4265011,6,23,1.0,"{""Instrument model"": ""HAP-40S"", ""Pressure range"": ""1.0-40T"", ""Cylinder diameter"": ""Φ130mm"", ""Automatic control"": ""Use Savta intelligent program to control 5 sections of pressure/optional 15 sections of pressure"", ""Pressure mode"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""reminder)"", ""Device display"": ""7-inch touch LCD screen/English interface can be switched"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceedsthe maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Cylinder stroke"": ""≤50mm"", ""Demoulding pressure"": ""can be set within the pressure bearing range"", ""Passive safety"": ""leakage protection + emergency stop switch"", ""Intelligent operation"": ""(optional) Computer connection for remote operation/can be customized according to customer needs"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""400W"", ""Valid space"": ""170x170x180mm"", ""Dimensions"": ""285x460x555mm"", ""Equipment weight"": ""152Kg"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round,square, shaped and battery molds can be selected within the pressure range""}",202408301353091A61787844A022A2 2024083013530991C60BE9E27DE167 202408301353101280B2B1F5F3FA7D 202408301353102DE59E0374D86D7B 202408301353102411AD2D6D6D999F 20240830135311A5B6601B53857E1C
프레스,30T Automatic Fluorometer Pellet Press,FTP-30X,http://www.henchld.com/en/30T-Automatic-Fluorometer-Pellet-Press-PG4265015,6,23,1.0,"{""Instrument model"": ""FTP-30X"", ""Pressure range"": ""0.3-30T"", ""Piston diameter"": ""Φ110mm"", ""Automatic control"": ""Use Savta intelligent program to control the five-stage pressure"", ""Pressure die"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Mold specifications"": ""can be customized)"", ""Pressure holding time"": ""unlimited time (seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""warning)"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Die material"": ""400C high hardness die steel (quenching hardness 85°)"", ""Setting method"": ""Touch screen operation is convenient and fast"", ""Demoulding pressure"": ""can be set within the pressure bearing range"", ""Release die"": ""Press the \""release key\"" to automatically remove the film"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass door"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceeds the maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Cylinder stroke"": ""≤30mm"", ""Dimensions"": ""260x390x465mm"", ""Weight"": ""101Kg""}",20240830101957088E89122E3B57F0 20240830101958C045B9876E3F904B 202408301019582304D7B7EC40DC2B 20240830101958C42CECE17A5557C5 20240830101959844CAFB014A416D9 202408301019594D60E28FAD82C69A
프레스,100T Automatic Pellet Press,HAP-100FS,http://www.henchld.com/en/100T-Automatic-Pellet-Press-PG4265007,6,28,1.0,"{""Instrument model"": ""HAP-100FS"", ""Pressure range"": ""1-100T"", ""Cylinder diameter"": ""Φ200mm"", ""Automatic control"": ""Use Savta intelligent program to control 5 sections of pressure optional 15 sections of pressure"", ""Pressure die"": ""program automatic pressure - automatic pressure - timing pressure - automatic pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Pressure conversion"": ""The system automatically converts the pressure of the sample (over"", ""pressure"": ""value is at least 0.3T, and the minimum difference can be customized according to requirements (less than 0.3T)."", ""Device display"": ""7-inch touch LCD screen/English interface can be switched"", ""Equipment protection"": ""6.5mm high strength steel plate +6mm Plexiglass protective door"", ""Limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Cylinder stroke"": ""50mm"", ""Demoulding pressure"": ""can be set within the pressure bearing range"", ""Passive safety"": ""leakage protection + emergency stop switch"", ""Intelligent operation"": ""(optional) Computer connection for remote operation/can be customized according to customer needs"", ""Power supply"": ""220V(50Hz/60Hz)/ Customized 110V"", ""Equipment power"": ""1500W"", ""Effective space"": ""260x260x230mmMain machine"", ""dimensions"": ""380x520x735mm"", ""Weight"": ""451KgControl box"", ""size"": ""300x480x480mmControl box"", ""weight"": ""85Kg"", ""Configuration description"": ""Can be customized or improved according to user needs.Optional pressure range of all kinds of round, square, shaped, battery, etc"", ""Supplementary pressure setting"": ""the difference between the upper limit of pressure andthe supplementary""}",20241119095838286562B77B51C35E 20240830143835C52FD011958FD23F 20240830143835241BA9A00E4FAFE1 20240830143835018B4AF58553E12E 2024083014383574513B9F6104355A 20240830143836D6B28E1D000AF96E
프레스,40T Electric Isostatic Pressure Pellet Press,HDP-40J,http://www.henchld.com/en/40T-Electric-Isostatic-Pressure-Pellet-Press-PG4265024,6,24,1.0,"{""Instrument model"": ""HDP-40J"", ""Pressure range"": ""0.5-40.0T"", ""Cylinder diameter"": ""Φ130mm"", ""Cylinder stroke"": ""≤50mm"", ""Chamber size"": ""40x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Ambient temperature"": ""9°C-42°C"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure die"": ""electric PCB program buffer pressure/automatic precise pressure, manual pressure relief"", ""Pressure holding time"": ""unlimited time (N seconds)"", ""Display die"": ""4.5-inch LCD touch screen/English interface can be set"", ""Setting method"": ""Touch directly modify the set value (convenient and fast)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Number of columns"": ""4"", ""Pressure stability"": ""≤1Mpa/10min"", ""Overall structure"": ""forging process, integrated structure (equipped with No. 68 wear-resistant hydraulic oil) as a whole into a formal structure, no pressure and no oil leakage"", ""Equipment safety"": ""program pressure mechanical failure error emergency stop function, side opening 5mm high strength plexiglass protective door, translation latch door safe and convenient."", ""Passive safety"": ""leakage protection + emergency stop switch + plexiglass shield"", ""Table diameter"": ""148mm"", ""Dimensions"": ""355x450x715mm"", ""Weight"": ""152Kg"", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50Hz/60Hz) 110V can be customized"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190907274C7B923330A378F4 20240830092317290442C7083A86E7 20240830092317327B0977327760EB 202408300923176AAC06A3D3A95F27 2024083009231700C4706B8385A3A1 202408300923175AB7DA4C3C89B4FE
프레스,60T Manual Isostatic Pressure Pellet Press,YP-60J/ S,http://www.henchld.com/en/60T-Manual-Isostatic-Pressure-Pellet-Press-PG4265021,6,17,1.0,"{""Instrument model"": ""YP-60J/ S"", ""Pressure range"": ""0-60T/35Mpa"", ""Pressure conversion"": ""1Mpa=1.79t"", ""Piston diameter"": ""Φ150mm"", ""Piston stroke"": ""≤50mm"", ""Chamber size"": ""50x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure gauge"": ""Pointer (dual scale display)/ optional digital display ("", ""accuracy"": ""0.01Mpa)"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient."", ""Pressure die"": ""manual pressure/manual slow pressure"", ""Ambient temperature"": ""9°C-42°C"", ""Pressure relief die"": ""Manual pressure relief"", ""Dimensions"": ""405x240x725mm"", ""Equipment weight"": ""182Kg"", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",202411190909409751C8DEF9A4F19E 2024083009321808A1DC59919426F5 202408300932180A547BA4D831571E 20240830093218373048748E31AC1E 20240830093218D9904F02EA6DDEB2 202408300932183D4FBBE4ADD5AB4A
프레스,40T Manual Isostatic Pressure Pellet Press,YP-40J/ S,http://www.henchld.com/en/40T-Manual-Isostatic-Pressure-Pellet-Press-PG4265020,6,17,1.0,"{""Instrument model"": ""YP-40J/ S"", ""Pressure range"": ""0-40T/31Mpa"", ""Pressure conversion"": ""1Mpa=1.36t"", ""Piston diameter"": ""Φ130mm"", ""Piston stroke"": ""≤50mm"", ""Chamber size"": ""40x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure gauge"": ""Pointer (dual scale display)/ optional digital display ("", ""accuracy"": ""0.01Mpa)"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient."", ""Pressure die"": ""manual pressure/manual slow pressure"", ""Ambient temperature"": ""9°C-42°C"", ""Pressure relief die"": ""Manual pressure relief"", ""Dimensions"": ""355x215x715mm"", ""Equipment weight"": ""133Kg"", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",20241119091004A4E23089A9A69DAA 202408300934557EBA78A7B3002A9C 202408300934562D9946249CB9035B 2024083009345605AF11ABE6623F0B 202408300934568E1499C1AC33A7CF 2024083009345661C32E10A3860176
