cat,name,model,url,imgs,nkv,cov,spec,ids,famx,slugx
프레스,40T Automatic Pellet Press,HAP-40S,http://www.henchld.com/en/40T-Automatic-Pellet-Press-PG4265011,6,23,1.0,"{""Instrument model"": ""HAP-40S"", ""Pressure range"": ""0.5-40T"", ""Cylinder diameter"": ""Φ130mm"", ""Automatic control"": ""Savta 프로그램 제어 5단 가압(30단 옵션)"", ""Pressure mode"": ""프로그램 자동 가압 → 자동 보압 → 타이머 보압 → 자동 감압"", ""Pressure holding time"": ""무제한(초 단위 설정)"", ""Precision"": ""제어 0.1T / 표시 0.1T"", ""Pressure conversion"": ""시료 압강 자동 환산(과압 경고)"", ""Screen display"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Safety protection"": ""10mm 고강도 알루미나판 + 6mm 아크릴 방호문"", ""Limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Emergency stop"": ""실제 압강이 본기 최대 압강을 넘으면 감압 프로그램 자동 작동"", ""Cylinder stroke"": ""≤50mm"", ""Demoulding pressure"": ""내압 범위 내에서 임의 설정"", ""Passive safety"": ""누전 차단 + 비상정지 스위치"", ""Pressure curve"": ""압력 곡선 표시 · 압력 리스트 전환"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Table diameter"": ""148mm"", ""Equipment power"": ""400W"", ""Valid space"": ""160×160×180mm"", ""Dimensions"": ""260×430×500mm"", ""Weight"": ""120kg"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceedsthe maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""(optional) Computer connection for remote operation/can be customized according to customer needs"", ""Configuration description"": ""Can be customized or improved according to user needs. All kinds of round,square, shaped and battery molds can be selected within the pressure range""}",202408301353091A61787844A022A2 2024083013530991C60BE9E27DE167 202408301353101280B2B1F5F3FA7D 202408301353102DE59E0374D86D7B 202408301353102411AD2D6D6D999F 20240830135311A5B6601B53857E1C,P4-auto,automatic-pellet-press-hap-40s
프레스,30T Automatic Fluorometer Pellet Press,FTP-30X,http://www.henchld.com/en/30T-Automatic-Fluorometer-Pellet-Press-PG4265015,6,23,1.0,"{""Instrument model"": ""FTP-30X"", ""Pressure range"": ""0.3-30T"", ""Piston diameter"": ""Φ110mm"", ""Automatic control"": ""Savta 프로그램 제어 5단 가압(30단 옵션)"", ""Pressure mode"": ""프로그램 자동 가압 → 자동 보압 → 타이머 보압 → 자동 감압"", ""Mold specifications"": ""40-32mm/32-24mm"", ""Precision"": ""제어 0.1T / 표시 0.1T"", ""Pressure holding time"": ""무제한(초 단위 설정)"", ""Pressure conversion"": ""시료 압강 자동 환산(과압 경고)"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Mold type"": ""붕산 금형 기본 · 스틸링/평판/플라스틱링/알루미늄컵 금형 옵션"", ""Setting method"": ""터치스크린 조작"", ""Demoulding pressure"": ""내압 범위 내에서 임의 설정"", ""Demoulding mode"": ""탈형 버튼으로 자동 탈형"", ""Safety protection"": ""10mm 고강도 알루미나판 + 6mm 아크릴 문"", ""Cylinder limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Pressure curve"": ""압력 곡선 표시 · 압력 리스트 전환"", ""Emergency stop"": ""실제 압강이 본기 최대 압강을 넘으면 감압 프로그램 자동 작동"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Equipment power"": ""400W"", ""Cylinder stroke"": ""≤40mm"", ""Dimensions"": ""230×450×470mm"", ""Weight"": ""120kg"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""Die material"": ""400C high hardness die steel (quenching hardness 85°)"", ""Release die"": ""Press the \""release key\"" to automatically remove the film"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass door"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual pressure exceeds the maximum pressure of the machine automatically start pressure relief program"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk""}",20240830101957088E89122E3B57F0 20240830101958C045B9876E3F904B 202408301019582304D7B7EC40DC2B 20240830101958C42CECE17A5557C5 20240830101959844CAFB014A416D9 202408301019594D60E28FAD82C69A,P7-fluoro,fluorometer-press-ftp-30x
프레스,100T Automatic Pellet Press,HAP-100FS,http://www.henchld.com/en/100T-Automatic-Pellet-Press-PG4265007,6,28,1.0,"{""Instrument model"": ""HAP-100FS"", ""Pressure range"": ""1-100T"", ""Cylinder diameter"": ""Φ200mm"", ""Automatic control"": ""Savta 프로그램 제어 5단 가압(30단 옵션)"", ""Pressure mode"": ""프로그램 자동 가압 → 자동 보압 → 타이머 보압 → 자동 감압"", ""Pressure holding time"": ""무제한(초 단위 설정)"", ""Precision"": ""제어 0.1T / 표시 0.1T"", ""Pressure conversion"": ""시료 압강 자동 환산(과압 경고)"", ""Screen display"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Safety protection"": ""6.5mm 고강도 강판 + 6mm 아크릴 방호문"", ""Limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Emergency stop"": ""실제 압강이 본기 최대 압강을 넘으면 감압 프로그램 자동 작동"", ""Cylinder stroke"": ""50mm"", ""Demoulding pressure"": ""내압 범위 내에서 임의 설정"", ""Passive safety"": ""누전 차단 + 비상정지 스위치"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Equipment power"": ""700W"", ""Valid space"": ""260×260×230mm"", ""Host size"": ""390×490×730mm"", ""Host weight"": ""380kg"", ""Controller size"": ""320×480×440mm"", ""Controller weight"": ""85kg"", ""After compaction way"": ""가압 상한과 보압값의 최소 차 0.3T(요구 시 0.3T 미만 주문 대응)"", ""Weight"": ""본체 380kg + 제어함 85kg"", ""Dimensions"": ""390×490×730mm"", ""pressure"": ""value is at least 0.3T, and the minimum difference can be customized according to requirements (less than 0.3T)."", ""Equipment protection"": ""6.5mm high strength steel plate +6mm Plexiglass protective door"", ""Host protection"": ""program pressure mechanical fault emergency stop function, the actual"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""(optional) Computer connection for remote operation/can be customized according to customer needs"", ""dimensions"": ""380x520x735mm"", ""size"": ""300x480x480mmControl box"", ""weight"": ""85Kg"", ""Configuration description"": ""Can be customized or improved according to user needs.Optional pressure range of all kinds of round, square, shaped, battery, etc"", ""Supplementary pressure setting"": ""the difference between the upper limit of pressure andthe supplementary""}",20241119095838286562B77B51C35E 20240830143835C52FD011958FD23F 20240830143835241BA9A00E4FAFE1 20240830143835018B4AF58553E12E 2024083014383574513B9F6104355A 20240830143836D6B28E1D000AF96E,P4-auto,automatic-pellet-press-hap-100fs
프레스,40T Electric Isostatic Pressure Pellet Press,HDP-40J,http://www.henchld.com/en/40T-Electric-Isostatic-Pressure-Pellet-Press-PG4265024,6,24,1.0,"{""Instrument model"": ""HDP-40J"", ""Pressure range"": ""0.5-40.0T"", ""Cylinder diameter"": ""Φ130mm"", ""Cylinder stroke"": ""≤40mm"", ""Chamber size"": ""Φ40×150mm"", ""Cavity material"": ""3Cr13 금형강"", ""Ambient temperature"": ""9℃-42℃"", ""Maximum pressure"": ""≤300MPa/22T"", ""Pressure mode"": ""전동 PCB 프로그램 완속 가압 · 자동 정밀 보압 · 수동 감압"", ""Pressure holding time"": ""무제한(초 단위 설정)"", ""Display mode"": ""4.3인치 터치 LCD · 중/영 인터페이스 설정"", ""Setting method"": ""터치로 설정값 직접 수정"", ""Cylinder limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Number of columns"": ""4주"", ""Precision"": ""0.1T"", ""Pressure stability"": ""≤1MPa/10min"", ""Overall structure"": ""단조 가공 · 일체형 구조(68번 내마모 유압유) · 압력 강하 및 누유 없음"", ""Safety protection"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""측면 개폐 5mm 고강도 아크릴 방호문 · 슬라이드 걸쇠 도어락"", ""Passive safety"": ""누전 차단 + 비상정지 + 아크릴 방호 커버"", ""Table diameter"": ""148mm"", ""Dimensions"": ""350×340×720mm"", ""Weight"": ""170kg"", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Display die"": ""4.5-inch LCD touch screen/English interface can be set"", ""Equipment safety"": ""program pressure mechanical failure error emergency stop function, side opening 5mm high strength plexiglass protective door, translation latch door safe and convenient."", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190907274C7B923330A378F4 20240830092317290442C7083A86E7 20240830092317327B0977327760EB 202408300923176AAC06A3D3A95F27 2024083009231700C4706B8385A3A1 202408300923175AB7DA4C3C89B4FE,P5-isostatic,isostatic-press-hdp-40j
프레스,60T Manual Isostatic Pressure Pellet Press,YP-60J/ S,http://www.henchld.com/en/60T-Manual-Isostatic-Pressure-Pellet-Press-PG4265021,6,17,1.0,"{""Instrument model"": ""YP-60J/S"", ""Pressure range"": ""0-60T(34MPa)"", ""Pressure conversion"": ""1MPa=1.76T/1T=0.56MPa"", ""Piston diameter"": ""Φ150mm"", ""Piston stroke"": ""≤50mm"", ""Chamber size"": ""50×150mm"", ""Cavity material"": ""3Cr13금형강"", ""Maximum pressure"": ""≤300MPa/60T"", ""Pressure gauge"": ""지침식 2중 눈금 · 디지털 게이지 옵션(0.1T/0.01MPa)"", ""Safety protection"": ""측면 개폐 5mm 고강도 아크릴 방호문 · 슬라이드 걸쇠 도어락"", ""Pressure mode"": ""수동 가압 / 수동 완속 가압"", ""Ambient temperature"": ""9℃-42℃"", ""Pressure relief die"": ""수동 감압"", ""Dimensions"": ""440×240×720mm"", ""Weight"": ""200kg"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient."", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",202411190909409751C8DEF9A4F19E 2024083009321808A1DC59919426F5 202408300932180A547BA4D831571E 20240830093218373048748E31AC1E 20240830093218D9904F02EA6DDEB2 202408300932183D4FBBE4ADD5AB4A,P5-isostatic,isostatic-press-yp-60j
프레스,40T Manual Isostatic Pressure Pellet Press,YP-40J/ S,http://www.henchld.com/en/40T-Manual-Isostatic-Pressure-Pellet-Press-PG4265020,6,17,1.0,"{""Instrument model"": ""YP-40J/S"", ""Pressure range"": ""0-40T(30MPa)"", ""Pressure conversion"": ""1MPa=1.33T/1T=0.75MPa"", ""Piston diameter"": ""Φ130mm"", ""Piston stroke"": ""≤50mm"", ""Chamber size"": ""40×150mm"", ""Cavity material"": ""3Cr13금형강"", ""Maximum pressure"": ""≤300MPa/39T"", ""Pressure gauge"": ""지침식 2중 눈금 · 디지털 게이지 옵션(0.1T/0.01MPa)"", ""Safety protection"": ""측면 개폐 5mm 고강도 아크릴 방호문 · 슬라이드 걸쇠 도어락"", ""Pressure mode"": ""수동 가압 / 수동 완속 가압"", ""Ambient temperature"": ""9℃-42℃"", ""Pressure relief die"": ""수동 감압"", ""Dimensions"": ""360×225×710mm"", ""Weight"": ""133kg"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient."", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",20241119091004A4E23089A9A69DAA 202408300934557EBA78A7B3002A9C 202408300934562D9946249CB9035B 2024083009345605AF11ABE6623F0B 202408300934568E1499C1AC33A7CF 2024083009345661C32E10A3860176,P5-isostatic,isostatic-press-yp-40j
프레스,60T Electric Isostatic Pressure Pellet Press,HDP-60J,http://www.henchld.com/en/60T-Electric-Isostatic-Pressure-Pellet-Press-PG4265025,6,24,1.0,"{""Instrument model"": ""HDP-60J"", ""Pressure range"": ""0.5-60.0T"", ""Cylinder diameter"": ""Φ150mm"", ""Cylinder stroke"": ""≤40mm"", ""Chamber size"": ""Φ50×150mm"", ""Cavity material"": ""3Cr13 금형강"", ""Ambient temperature"": ""9℃-42℃"", ""Maximum pressure"": ""≤300MPa/60T"", ""Pressure mode"": ""전동 PCB 프로그램 완속 가압 · 자동 정밀 보압 · 수동 감압"", ""Pressure holding time"": ""무제한(초 단위 설정)"", ""Display mode"": ""4.3인치 터치 LCD · 중/영 인터페이스 설정"", ""Setting method"": ""터치로 설정값 직접 수정"", ""Cylinder limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Number of columns"": ""4주"", ""Precision"": ""0.1T"", ""Pressure stability"": ""≤1MPa/10min"", ""Overall structure"": ""단조 가공 · 일체형 구조(68번 내마모 유압유) · 압력 강하 및 누유 없음"", ""Safety protection"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""측면 개폐 5mm 고강도 아크릴 방호문 · 슬라이드 걸쇠 도어락"", ""Passive safety"": ""비상정지 + 누전 차단 + 아크릴 방호 커버"", ""Table diameter"": ""168mm"", ""Dimensions"": ""370×350×720mm"", ""Weight"": ""230kg"", ""Equipment power"": ""400W"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Display die"": ""4.5-inch LCD touch screen/English interface can be set"", ""Equipment safety"": ""program pressure mechanical failure error emergency stop function, side opening 5mm high strength plexiglass protective door, translation latch door safe and convenient."", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",20241119090633230DE3F502EEDB11 20240830092025D6F8A89BC79E91CD 2024083009202557268E063779AD4C 202408300920255ADB3D03C5DC3751 2024083009202678AE00688DF75578 202408300920266A9BED3F6D096638,P5-isostatic,isostatic-press-hdp-60j
프레스,12T Manual Isostatic Pressure Pellet Press,YP-12J/ S,http://www.henchld.com/en/12T-Manual-Isostatic-Pressure-Pellet-Press-PG4265018,6,17,1.0,"{""Instrument model"": ""YP-12J/S"", ""Pressure range"": ""0-12T(17.5MPa)"", ""Pressure conversion"": ""1MPa=0.75t/1T=1.42MPa"", ""Piston diameter"": ""Φ95mm"", ""Piston stroke"": ""≤30mm"", ""Chamber size"": ""Φ22×70mm"", ""Cavity material"": ""3Cr13금형강"", ""Maximum pressure"": ""≤300MPa/12T"", ""Pressure gauge"": ""지침식 2중 눈금 · 디지털 게이지 옵션(0.1T/0.01MPa)"", ""Safety protection"": ""측면 개폐 5mm 고강도 아크릴 방호문 · 슬라이드 걸쇠 도어락"", ""Pressure mode"": ""수동 가압 / 수동 완속 가압"", ""Ambient temperature"": ""9℃-42℃"", ""Pressure relief die"": ""수동 감압"", ""Dimensions"": ""305×195×535mm"", ""Weight"": ""80kg"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",20241119091121181C7B3A0FF26C50 20240830093946331B0E231B40D13E 202408300939464731E922E36B4369 202408300939465566CDAEEC5FAB67 20240830093946DA188EAA70AA26EA 20240830093947055CCE2D7898C68C,P5-isostatic,isostatic-press-yp-12j
프레스,20T Manual Isostatic Pressure Pellet Press,YP-20J/ S,http://www.henchld.com/en/20T-Manual-Isostatic-Pressure-Pellet-Press-PG4265019,6,17,1.0,"{""Instrument model"": ""YP-20J/ S"", ""Pressure range"": ""0-20T/21.4Mpa"", ""Pressure conversion"": ""1Mpa=0.98t"", ""Piston diameter"": ""Φ110mm"", ""Piston stroke"": ""≤30mm"", ""Chamber size"": ""30x150mm"", ""Cavity material"": ""3 chromium 13# die steel"", ""Maximum pressure"": ""<300Mpa(500Mpa can be customized)"", ""Pressure gauge"": ""Pointer (dual scale display)/ optional digital display ("", ""accuracy"": ""0.01Mpa)"", ""Equipment protection"": ""Side opening 5mm high strength plexiglass protective door, translation latch latch safe and convenient"", ""Pressure mode"": ""manual pressure/manual slow pressure"", ""Ambient temperature"": ""9°C-42°C"", ""Pressure relief die"": ""Manual pressure relief"", ""Dimensions"": ""305x195x605mm"", ""Weight"": ""105Kg"", ""Configuration description"": ""Optional digital display table, also can be customized according to customer size isostatic press or rubber die.""}",20241119091023E44D2F4D1B81A855 20240830093628CA8379EF90064D87 202408300936283FCD50939899A632 202408300936299B3280161788D564 20240830093629D2E61339249ED10F 2024083009362983715045846AA07D,P5-isostatic,isostatic-press-yp-20j
프레스,150T Electric Isostatic Pressure Pellet Press,HAP-150FJ,http://www.henchld.com/en/150T-Electric-Isostatic-Pressure-Pellet-Press-PG4265027,6,26,1.0,"{""Instrument model"": ""HAP-150FJ"", ""Pressure range"": ""5-150T"", ""Cylinder diameter"": ""250mm"", ""Cylinder stroke"": ""≤50mm"", ""Chamber size"": ""Φ80×150mm"", ""Precision"": ""0.1T"", ""Cavity material"": ""3Cr13 금형강"", ""Ambient temperature"": ""9℃-42℃"", ""Maximum pressure"": ""≤300MPa/153T"", ""Pressure mode"": ""모터 구동 가압"", ""Pressure process"": ""구간 가압 → 자동 정밀 보압 → 구간 보압 → 타이머 감압"", ""Number of pressurized sections"": ""30단 가압 임의 설정"", ""Pressure holding time"": ""무제한(초 단위) · 구간별 보압 시간 개별 설정"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Setting method"": ""터치로 설정값 직접 수정"", ""Pressure conversion"": ""프로그램 자동 환산 · 시료 압강 직접 표시(MPa)"", ""Limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Active safety"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""실제 압강이 본기 최대 압강을 넘으면 감압 프로그램 자동 작동"", ""Passive safety"": ""누전 차단 + 비상정지 + 강판 방호 + 아크릴 방호"", ""Equipment power"": ""700W"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Host size"": ""450×650×1020mm"", ""Controller size"": ""320×480×440mm"", ""Weight"": ""680kg"", ""Dimensions"": ""450×650×1020mm"", ""size"": ""Φ80x150mm"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs"", ""dimensions"": ""420x600x1055mm"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190905289B9E1ADF89477825 20240830091351F30FA9BDA165D42B 20240830091351787B52E185E01A9B 2024083009135153C139638499AF7A 202408300913512E5D1FBA26C32A43 202408300913522953A1BC348E01F7,P5-isostatic,isostatic-press-hap-150fj
프레스,100T Electric Isostatic Pressure Pellet Press,HAP-100FJ,http://www.henchld.com/en/100T-Electric-Isostatic-Pressure-Pellet-Press-PG4265026,6,26,1.0,"{""Instrument model"": ""HAP-100FJ"", ""Pressure range"": ""3-100T"", ""Cylinder diameter"": ""200mm"", ""Cylinder stroke"": ""≤50mm"", ""Chamber size"": ""Φ60×150mm"", ""Precision"": ""0.1T"", ""Cavity material"": ""3Cr13 금형강"", ""Ambient temperature"": ""9℃-42℃"", ""Maximum pressure"": ""≤300MPa/86T"", ""Pressure mode"": ""모터 구동 가압"", ""Pressure process"": ""구간 가압 → 자동 정밀 보압 → 구간 보압 → 타이머 감압"", ""Number of pressurized sections"": ""30단 가압 임의 설정"", ""Pressure holding time"": ""무제한(초 단위) · 구간별 보압 시간 개별 설정"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Setting method"": ""터치로 설정값 직접 수정"", ""Pressure conversion"": ""프로그램 자동 환산 · 시료 압강 직접 표시(MPa)"", ""Limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Active safety"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""실제 압강이 본기 최대 압강을 넘으면 감압 프로그램 자동 작동"", ""Passive safety"": ""누전 차단 + 비상정지 + 강판 방호 + 아크릴 방호"", ""Equipment power"": ""700W"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Host size"": ""390×490×930mm"", ""Controller size"": ""320×480×440mm"", ""Weight"": ""481kg"", ""Dimensions"": ""390×490×930mm"", ""size"": ""Φ60x150mm"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)."", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs."", ""dimensions"": ""380x520x935mm"", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190905538D9960AAC37D74A9 20240830091641ED8C9051548DC92B 20240830091641C4E54BCB629B25B3 20240830091641AF175560CAD9AE14 20240830091641F5284DA36FA3CC9F 20240830091641C52512D0241C17A8,P5-isostatic,isostatic-press-hap-100fj
프레스,Button Battery Sealing Machine,YP-2N,http://www.henchld.com/en/Button-Battery-Sealing-Machine-PG4265031,5,14,1.0,"{""Instrument model"": ""YP-2N"", ""Pressure range"": ""0-2T(24.37MPa)"", ""Overall structure"": ""수동 유압식 · 단조 가공 · 일체형 구조(68번 내마모 유압유)"", ""Number of columns"": ""2주"", ""Pressure stability"": ""≤1MPa/10min"", ""Dimensions"": ""225×155×320mm"", ""Weight"": ""12kg"", ""Pressure gauge"": ""display: Pointer table, pressure pressure dual display"", ""Piston diameter"": ""Φ45mm"", ""Sealing die"": ""Standard CR20 series sealing mold (optional CR16, CR24, CR30)"", ""Sealing pressure"": ""0.8~1.2T"", ""Disconnecting die"": ""Standard CR20 series sealing die (optional CR16, CR24, CR30)"", ""Opening pressure"": ""≤0.4T"", ""dimensions"": ""225x155x320mm"", ""Configuration instructions"": ""When the diameter of the seal is ≤ 13, the filling cell on the inner side is >0.2-0.3mm than the space inside the shell.""}",20240830084607524A5D834AB93B51 2024083008460730787502A3FBBBDD 20240830084607D3560535F162E49F 20240830084608B4CE31872A850017 20240830084608542EBF948D931EB7,P8-cellseal,button-cell-sealer-yp-2n
프레스,20T Automatic Isostatic Pressure Pellet Press,HAP-20J,http://www.henchld.com/en/20T-Automatic-Isostatic-Pressure-Pellet-Press-PG4265028,6,27,1.0,"{""Instrument model"": ""HAP-20J"", ""Pressure range"": ""0.2-20T"", ""Maximum pressure"": ""≤300MPa/12T"", ""Cylinder diameter"": ""Φ95mm"", ""Cylinder stroke"": ""≤30mm"", ""Chamber size"": ""Φ22×70mm"", ""Precision"": ""0.1T"", ""Cavity material"": ""3Cr13 금형강"", ""Overall structure"": ""단조 가공 · 일체형 구조(68번 내마모 유압유) · 상판 로커암 방식"", ""Pressure mode"": ""모터 구동 가압"", ""Pressure process"": ""프로그램 자동 가압 → 자동 보압 → 타이머 보압 → 자동 감압"", ""Number of pressurized sections"": ""30단 가압 임의 설정"", ""Pressure holding time"": ""무제한(초 단위) · 구간별 보압 시간 개별 설정"", ""Display mode"": ""7인치 터치 LCD · 중/영 인터페이스 전환"", ""Setting method"": ""터치로 설정값 직접 수정"", ""Pressure conversion"": ""프로그램 자동 환산 · 시료 압강 직접 표시(MPa)"", ""Limit protection"": ""실린더가 리미트 높이를 넘으면 자동 감압"", ""Safety protection"": ""10mm 고강도 알루미나판 + 6mm 아크릴 방호문"", ""Active safety"": ""프로그램 압력·기계 압력 이상 시 오류 표시"", ""Emergency stop"": ""실제 압강이 본기 최대 압강을 넘으면 감압 프로그램 자동 작동"", ""Passive safety"": ""누전 차단 + 비상정지 + 강판 방호 + 아크릴 방호"", ""Equipment power"": ""500W"", ""Power supply"": ""220V(50/60Hz) · 110V 주문 대응"", ""Dimensions"": ""240×390×560mm"", ""Weight"": ""120kg"", ""size"": ""Φ22x70mm"", ""pressure"": ""- automatic pressure relief"", ""Display die"": ""7-inch touch LCD screen/English interface can be switched"", ""pressure conversion"": ""The program automatically converts/and directly displays the pressure of the sample (Mpa)"", ""Cylinder limit protection"": ""automatic pressure relief when the cylinder exceeds the limit height"", ""Equipment protection"": ""10mm high-strength aluminum oxide plate +6mm plexiglass protective door"", ""Data management"": ""can store 10,000 historical operation records, and can export U disk"", ""Intelligent operation"": ""computer connection for remote operation (optional)/ Can be customized according to customer needs."", ""Configuration description"": ""Can be customized to improve the isostatic press or rubber die.""}",202411190904471E48BB61B4AC2A2F 202408300909466A218DFE1DBB2747 20240830090946B6C304E44AD46E20 20240830090946B5AFCE64106D9D1E 20240830090946F429C017AFA4B1FF 202408300909474745FC73350A9F34,P5-isostatic,isostatic-press-hap-20j
프레스,Digital Button Battery Sealing Machine,YP-2NS,http://www.henchld.com/en/Digital-Button-Battery-Sealing-Machine-PG4265032,6,14,1.0,"{""Instrument model"": ""YP-2NS"", ""Pressure range"": ""0-2T(24.37MPa)"", ""Overall structure"": ""수동 유압식 · 단조 가공 · 일체형 구조(68번 내마모 유압유)"", ""Number of columns"": ""2주"", ""Pressure stability"": ""≤1MPa/10min"", ""Dimensions"": ""225×155×320mm"", ""Weight"": ""12kg"", ""Pressure gauge"": ""display: digital display, accuracy 0.01T, can be switched Mpa"", ""Piston diameter"": ""Φ45mm"", ""Sealing die"": ""Standard CR20 series sealing mold (optional CR16, CR24, CR30)"", ""Sealing pressure"": ""0.8~1.2T"", ""Disconnecting die"": ""Standard CR20 series sealing mold (optional CR16, CR24, CR30)"", ""Opening pressure"": ""≤0.4T"", ""dimensions"": ""225x155x320mm"", ""Configuration instructions"": ""When the diameter of the seal is ≤ 13, the filling cell on the inner side is >0.2-0.3mm than the space inside the shell.""}",20240830083834C1F24802FD07B297 202408300838349B6A6C8D8F18CE3D 2024083008383424CEAF7CFF8A3DFB 202408300838358726CDF1ACE567EB 20240830083835F7BE81419682C7C6 20240830083835A2EBA9DBF7279D94,P8-cellseal,button-cell-sealer-yp-2ns
